id,theme,theme_bucket,proverb_translit,literal_en,commentary
264,Money,money,Zo manuRya karzadara tyasa nehami abdamara,"A man in debt it alwayt being beaten mik word. 1045 fltffl, rtt Ttrft Wlf fTflft fTflit Zovara ahe damaji tovara haji haji While a ma» has money he will be fiattered. 102S, 1046. 1016 wiT iTaTNn' WT% fii?ft 5rtw Jyacya gathi paika tyatse mhanati sarva aika People will tag of him toko hat money 'Litten, all of you, to him.'",
265,Money,money,Tina takke ada trepanna takke kbartea,"Three mpeet income, fifty •three rupeet expemet.","Or, the words are zamd (credit) and tUtdpata (debit)."
266,Money,money,Dravya bala tsangale ariga bala pangale,"Power of wealth it good, power (f body it feeble.",
267,Money,money,Bokha tboka bbavani tsokba,Ready caih and succesffor the day.,"Tntdera believe that the first sale in the mornings for caeh, to a suitable person, and done in the name of the goddess Bhavani, will bring luck for the day."
268,Money,money,Labha pantsatitsa anl vastra dahafitse,He eamtfive rupees and »pends ten cm cloihet. 1063 sra f TJlftl g 7% Vyaza dise ani muddala bhase He sees the interest and fancies it is capital.,"There are many similar phraees. Vdza ndrdyaa muddala ndrdi/ana (Intereet U Narayana,"
269,Money,money,Sahaza zSina kuiiiparita eara ane sapafita,If I go as far as the hedge I shall earn f(mr annas.,Similar sayings are Sahaza zdlna gofhydnta tsavah/d pdvalya ofydnta
270,Money,money,Sonjatsa dyava bona pana gharatea deu naje kona,Give a gold coin but do not give a comer of your house.,Trouble will ensoe if yon allow another to live with you.
271,Money,money,SonyasathI cindblci garaza,"A rag can he serviceable to fold, i. e. to tie it in. 1059.",
272,Money,money,Hati kavadi vidya davadi,He loAo ka» a cowry mon) mil not be learned.,
273,Names,names,Idaplda zS.vo ani bajitse rSjya yevo,May evils leave iw and the reign of Bali come back.,The Shudras are fond of King Bali because he took their part against Vamana and the Brahmans. The phrase is still used at the Dasara festival.
274,Names,names,Ozhe utsala mhane bajirava kothe,"'Take up the load! He myt, ' Where is Bdjirao?' 103, 430, 726, 973. 1077 flrasHr TTT gfr Kajitsa narada muni Ndrada Muni the starter of quarrels.",He is spoken of as stirring up strife among the gods.
275,Names,names,Tuka mhane uga rahi jeje hoi tete pahi,"Tukardm »ays, 'Remain quiet and tee what will happen! He was a well-known Marathi poet, wlice verses are rerj popular and often quoted, 1088 irai «rf vifvT vfuT irt 're Dagadatse nava dboftda dhondyatse nava dagada The name of a time it a stone.",Both these words dagada and dhokda mean 'stone.' It does not matter what name you give
276,Names,names,Donahi kule sarbi ani namadeva parakhi,The tteo Jamiliei are alike only Ndmdeva could find any difference.,"He waB a great astrologer. The two families being of the same name, a marriage cannot be arranged between them."
277,Names,names,Dhanyatse nava ganja va tsakaratse nava rudraji,"iippa The matter't name is Ganyd, tie servant's is Rudraji Appd.",The first is a rude form of Ganpatrao.
278,Names,names,Noma undari saAge suiidan,"Her name U Uidari rai) bul the tayt it w Suiidari beaniiful)! 1095 fTJmnlt TTTTirT%irT Tf%«T%HTr Narva zane bara tara ke zane sadetera IfNard knomg twelve Keid will know thirteen and a ha. 109S lN fltllffl Wf itfl'Bi?! HT, ''TT Nflva annapurna an! topalyaiita bbsJiara urena Her name it Food-provider but there it never any bread lefi in her basket. 1097 iit arTpnt nfw Ttnini tt Tiilf Nava gangabai ani raiizananta panl nSlii Her name i Mite Ganget and there is no tcater in her pitcher.","All sacred rivera are called Ganga. Tbere are many similar sayings, \'dva dhanapdla ghari khanydtte hdta (His name is Fossessoi-of- wealth and be is starving); Ndva mahipati tilabhara zdt/a nahi hdli (His name is Lord-of-the-earth yet he does not own a speck of land); Ndva mothe va laktana hhofe (His name is Great, his character is small); Ndva lonubdi hdtl katkaldttd vdld (Her name is Miss Gold and she is wearing a tin bracelet)."
279,Names,names,I!01 TfUrft TTT itt fWIT itH flft?f,Baiidyaci bara auta gharanta nahi fiela zota Bdndd hag twelve ploughs hut neither rice-ieed nor hdlocks.,To possess one things but not another without which it is useless.
280,Names,names,Bhagubaltse karma bhSgubaisa mabita,Bhdgibdi knowg what Bhdgubai doet.,The name is given to an effeminate man.
281,Names,names,Mazhe nava lada jetbe padela mazhe hada tethe,"sade tisa e g&va ujada J/y name ii Lada, where a lone of me fiUU three hundred anA fifty village teiil lie desolate.",Among Mahars there was once a man of this name noted for his cruelty.
282,Names,names,"Sitesarakhl n9,ri pana tibi geli teon",Even a lady like Sitd teat carried off. 1107.,
283,Names,names,SudSnia dev&tse vasfcra,A th like Suddtna't.,It was full of holes.
284,Names,names,AdalyiLci ka koni zave tizapa&,"A man hard up tnay go to Benaret, who ebe mil go there? It is implied that one onable to earn a living may go there to become a mendicant.",
285,Names,names,Adhi dori maga jejuri,Tt proviMOM far the journey) then Jgnri.,This is a &moas laoe of pilgrimage where KhaAdoha is worshipped.
286,Names,names,Kaea gela kaSidasa mathuresa gela mathuradasa,"At Benaret he was a Benares-man, at Mathvrd he was a Mathurd nutn.",A time-server. The latter place is in the province of Agra.
287,Names,names,Gang9snana ani tufigapana,A GoMffesther and a gdia-smoier. 144 MARATHI PROVERBS,
288,Names,names,Tsaghala valtsa marala goitsa,"The Fdi people are proty babbler, tie Goa people are eallout to ill-umge. 1124 ar iTW ifl'il ti »nw iflil, Cakka mala caiidavadi nagada mala halavai The Cdiidavada rupee m a good article; the coxfeciioner's i» good food. 1125 ntw?rt?(Tiwlf Zaila budhi to yeila kadhi Ifhettarion Wednetday he viUl return at some time or other.",Women consider it an anapicious day on wUch to start on a journey.
289,Names,names,Jyatse khinta surti to maiigala murti,He it a happy man who has a Sural rupee in his pocket. 1128 ilWT 'I fSrtT 1 Pokyavara padara dilllvara nadara Her sadi over her face but eke tees as Jar as Delhi. 506.,
290,Names,names,Tu mi Baraklii tsala zau dvaraki,"You and I are alike, let us go to Bidraka.","Unity ia necessary in a work wkich two Bhare. gmzeJ By Google IX, NAMES"
291,Names,names,Nau kbahda prithvi va dabave khanda kai,On the earth nine continent; the tenth it Benaret.,"There is said to be another phrase added in Guzarathi, thus 'the eleventh continent is Agafii'; this is a town on the BaBsein coast where the Vaitarni river joins the sea."
292,Names,names,Faitbam pagote ghalayasa iiahl mhanuna dokici,topi zalavi kaya Do not Imrn the cap you kave on becaute you do not pottest a Paithani turban. 1143 viii gm HHI art ST'ft Pahtsata gunaci mhanati mi punyaci Of insipid quality and sayt the it from Poona.,One from Foona would be stylish and bright.
293,Names,names,Bars baiidari pantsa puneri va eka zavhari,"Twelve Aatiour-men, jive Poona men, and one Zavhdr man.",These afe equal in badness. gmzedbyGOOgle
294,Names,names,Baleghata ani sonyatsa katba,Baleghai and a golden rim.,"It is in the Central Provincea, and is a fertile district."
295,Names,names,Mumbalci vasavasa ani koni mhanenS. khah basa,The iusy life of Bombay and no one atk you to tU down. iifio gtW rft ■ft f iflMN nwt Mumbaltse papi ani hatapaya tani Bombay water and strelcMi tie limbs.,Before Bomlay had a good supply of water a person from the Mofnssil would feel the aching languor of fever coming on after drinking water from its wella.
296,Names,names,Vaiiiburlniage dhamori ticyamage kboeapuri,"Afier Vdmhuri DAdmori, after that Khotpuri.",Theae are villages Id the Ahmednagar dietrict.
297,Names,names,Vayi vairata boll aairata,"The dittrict of Fdi and tSey speak coarsely, Vai is in the Satara district. 1155 «l!f ift apn TTfi% lM Vabili ti gaiiga. r3,hile te tirtba What fioieed away teat Gange, ichai remained iea» ho water.",Applied to almBgiving.
298,Names,names,Aditsa botavara akaSa urale,Within two and a half fingers-breadth of the sky.,Hia head almost touches the sky. Conceit.
299,Names,names,Ababa kevadhaho Dadisa pura glS.,OA! hoie the river it flooded I Used ironically.,Crocodile's tears' (English). gmzedbyGOOgle
300,Nature,nature,AbhsJa phatale tara (higalasa kaya dy&ve,"If the 9h/ be torn how can U be palehed? The Bret word may bo dkaia (the heavens); or, the phrase is sometimes quoted, ' If the heavens are ialling who can prop them ap 1 ' Ahada darya taliada surya Ax far a» there it tea there it tun.",
301,Nature,nature,Apana buduna dagada dusaryasa budavito,A tioae not only drowns itedf but othert.,
302,Nature,nature,Ikade ada tikade vibira,"Here a draK-well, there a step-mell.","A dilemma. It is also expressed Ikade nal tikade vai (Here a river, there a fence)."
303,Nature,nature,Kathi maralyane pani vegale hota uSid,Water will not divide if you ttrike it teith a stick.,Applied to affection.
304,Nature,nature,Tsauda vidya va tsausasta kala,There are fourteen icieneei and sixty-four accomplithmentt.,"The former inclnde the Vedas, Fnranas, Grammar,"
305,Nature,nature,Zikade pudha tUcade mulukha thoda,h there but little land in front ofut? 1177 Hif rfif?lw 'jHttk f'W Jethe zave tethe doivara divasa Go where you will the daylight m overhead.,
306,Nature,nature,Je dekbale nahi ravlue te dekhale kavine,The poet has seen what the sua has not seen. 1179 fqr?f 5Iftf Je pihdi te bramba6di What is in the body is in the universe.,We can know tlie world by ourselvea.
307,Nature,nature,Theiiibe theiiibe tale santse,Drop by drop the tank fills. 1183 »w TTCT iTrra ■TftwT »ni itTfT Ararat Dagada bara vare panyaiita rabila pana koradatsa nigbala The stone mas in the water twelve years but came out quite dry.,
308,Nature,nature,Dagadatsa dora hota tiabi,String cannot be made from stone. gmzedbyGOOgle 15a MARATHl PROVERBS,
309,Nature,nature,Dagadapekfir vita mau,Brick it titter than ttone. 1186 TT Tuft re gTT irflf Daraci mat! darasa purata oahi Tie soil from a Aole tctll not auffice tojiMit again.,Daba bara kovara bha badalate The language changet every eighieen or twenty mlet.
310,Nature,nature,Dristl ada te pri§ti Ida,"('hat it out of eight it behind our bach. ' Oat of dght, out of mind ' (English).",Or tlie last part may be trit(i dda (oat of the world).
311,Nature,nature,De dana sute girana,Give a(m» and the eclipte toil/ jiais off.,Used by beggars at the time of an eclipse.
312,Nature,nature,Dona divasaiitse caiidane dona divasantse nSjadane,"Two dayt' moonlight, two dayt (fa husbaitd't protection.",
313,Nature,nature,Furretsa surya paimesa ugavela,"The eattet tun will rite in the wett, An incredible tiling'. 1195 nfn ifV4¥ f% fii;r Prati jivi sriti bhinna In every living tiing a different creation. 1196 »TT WRT f fHfllMH 5 Vra Mazb! zaga mbananSrasa prithvi hasate Tfie earth lawght at one who call a place in it hit oion.",
314,Nature,nature,Mutha bharoDa dagada marale eka tan lagela,"Jf jfou throw a handful efttmet one at least will hit, 1198 gfS fflflWr HlRl Murti titaa prakriti There are a» many eharactert at there are individualt.","The first word is Eometimee vyakti, md meoiiB tbe same."
315,Nature,nature,Yatevaratsa zhara FarvafLtsa soyara,The wayiide tpriiiff it a friend of all.,
316,Nature,nature,Samudraiita gelii luka to samudra zbala suka,Lukd went into the sea artd it dried «p.,"The word Lnbl means one gannt and lean, or a Inckless wretch."
317,Nature,nature,Samudraiita sui Sodhane,To look for a needle in tie tea. ' To look for a needle in a hay sbick ' (EngUsh). 1210 idH jJra WTWTT Sutaae svaiasa zan&ra To mount tie iaarens by a thread.,By knowing a little to appre hend the whol& Digitized ByGOOgle
318,Nature,nature,Suryapudhe divati ani hanumantllpudhe kolhate,A candle before the sun and a iomermuU before a monkey. 1213 gjtrrtft ai% Suryapoti sauailvara A Saturn in tie family of tie fun.,Saturn is supposed to be aa opring of the sun. A bad or dull son of a good or clever father.
319,Nature,nature,Uiitea vadhala erarida tari ka hoila ikudanda,Although a cattor-oil plant grow taU it will not eqjial a mgar-cane tfem.,The two «re usually planted in one field.
320,Nature,nature,Eadayya zhadasa phala babu ani unj3 mapasasa,"bola bahu A bad tree bears much fruit and a defeclire man talk much. 1166, 1174. 1222 14lm TT' ftWT t'fl'ai T flm Karadila nabi kidH va bodaklla nahl pida No in»ect touchea a tafflower and no evil happeni to a Hindu) midow.","However badly the latter is treated death is slow to take her, and no Berioos illness seems to come to her."
321,Nature,nature,Karanici bale amrita phale,"Tie fruit of Immortality (w obtained by) tie »trength ofdeed». 1224 flPra I'ft'I Wli ffl' Kavantha baheruna tsangale disate The outtide of a wood-apple lookt nice. 1225 qii4I4, WW JTTT 'IT 'Tt Wllfijflll TlfH ITlf Kantyavara latha m: tara to rutalvaSvaya rabanara nabi Ifjfou ad a tiom it will lurety prick you. 1226 gcTftT trr fliwi na© Kurhaditsa daiida gotalS. kaJa Tie handle of the axe it Death to its own tribe.",
322,Nature,nature,Kotbehi gele tan palasasa tlnatsa pane,Go mAere you will tie Palat it triple-leaved.,"A very fitvoorite proverb, meaning that man's character is the same eveiywhere. Another form is Palata kohkandnta geld tari pane iinatia (If the Falae go into the konkan it will still be triple-leaved); another form is Palata gela ghd(d tinatm pane defid (If the Patae go to the hills it will Btill have three leaves to a twig). Khair&tse zhada va mhataryatse bada Tie Acacia iree and an old max't ionet. They are hard and brittle."
323,Nature,nature,Zase zhada tase phala,At tie iree to ittjrait.,
324,Nature,nature,Jita na meli baralici muli,Marali-grati root» whether alive or dead.,A very hardy grass.
325,Nature,nature,Tadaci eavali gbadici bai aihbyakhali ubbi rSbi,"womaa! the shade of the Toddy tree lasts hut a momeat, stand under the Mango. 1241 grWI fltTT gOfl flTrtt Turici kathi turivara zbadavl Strike a Tur (gainst a Tvr to shake off the Uavet. 1242 gOO T f'T'Wt Turibarobara barada ciradato The wood-worm suffers with the Tur. 274. 1243!Jdb3n% (19611 fltf WTfl Tulatse mulahta kaiida lavu naye Bo not plant an onion (or bul6) at the root of a Tultt plant.",
326,Nature,nature,Tu pbiralasa zhadozhada ml pbiralo panopana,"You have travelled round the tree, I round the leavet.",
327,Nature,nature,Teradyantsa ranga tina divasa,"The colour of the Sakam flower latti three dai/ii. 1246 \nrnnvr vraet 1 Tnrwr t# DbarHjalli dahali iia basayaUi savali No branch to hold, no thade to sit under, e. g. a widow. 1247 rra f!! WFiT TUfiff F VTT HWl Naya nirguda maka aai sarva auadbantsa kaka The Nay, Nirgud, and Mdkd plants are unclet of all medicine.",The three are also spoken of thus:
328,Nature,nature,Babhajitsa karita pudhe tikhata ani mage poiitsata,A Baiial thorn U ikarp in front and pitkUti at the back.,The worde are quoted 6omei\m.eB pudhe ghaa (stiff in front).
329,Nature,nature,Lankuda sayatse lenkaru rayatse,"Wood of a teak tree, a child if a king.",The beet of their kind.
330,Nature,nature,Satha varaanT suiitha phulavajaci,The ghtger plant flower» once in tixty yeart.,
331,Nature,nature,Harallci muli uduna kbudima kbSvi,Harati grau can be frequently cut for fodder.,It is almost im possible to extirminate this graes.
332,Nature,nature,Caitra gale ani kuDabI pale,Rain tn ChaUra and the kunbi runt.,"It is the first montli (Marcb April) and seldom rains then. At that time the knnbi works on the open threahin-fioor, and, in case of rain, wonld be driven to disttaction."
333,Nature,nature,Zaminintana pausa padata nasato,"Rain, doet not fail from the ground, ' Pigs don't fly ' (English). 1284 flIT TWTT 71 TIW TITV PWWT Zara mriga sadhala tara vaoa Qhi pikala If the Mrig ram come at tie proper time there vnll be no tewrdty oferope.",It is the fifth lonar-mansion when the soathweat monsoon is expected to set in.
334,Nature,nature,Thaidi geli bafidi keli,"When the cold weather toae over he made hinxelf a coat! 969, 1706, 1765, 1876.",
335,Nature,nature,Dharana marana paQsa kooatse hat! nalii,"The market-rate, death, and rain are in no one't hande, i.e. no one can control them. 1288 i qf7ftv ftTT (K, 'H'l fiftjIT ft Ha padatila intra tara bh£ta miiena pitra If the Chitrd rain do notftUl there will be no riee fr aneettori, i. e. at the annaal ordddha ceremony for the departed.",Chitra comes about September-October.
336,Nature,nature,Na lagati magha tara Tarati bagha,If the Magha rain do not fall look up.,The tenth Itmar-msiiBioii. Without itB rain the farmer maj eit and atate into space.
337,Nature,nature,Pusa ani kari hussa,The month Paiuh and shiver.,"The tenth month (December Jannaiy, probably the coldest in Western India. Hitem represents the sound made in shivering."
338,Nature,nature,Magha ani tsulipai haga nahi tara varatitsa bagha,"Maghd and stay shut wp in the home, or look up.","It is the tenth lunar- mansion, which if wet is very wet, and if fine is very fine."
339,Nature,nature,Mrigatse adhi perave ani bombetse adhi palave,"Sow before Mrig and run hefore trouble. 1501,",
340,Nature,nature,Bohim daze mriga gaze ardra vahe pura sabadeva,"kahe bbadaji gliara gbara vaze IfRokini be tultry, Mrig thunder, and Ardrd bri a flood, Sahadeva «ays to Bhddli there will be the rattle (of the loom) in every house.","They are the fourth, HKh, and eisth of the hinsr-maneions. If they be as stated there will be a good cotton crop."
341,Nature,nature,Valavani &le ani talavanl gbeuna gele,Faha came and washed avay the tani-water.,This rain at the beginning of the monsoon carries off any that remains in ponds or rivers.
342,Nature,nature,Ana payall karu de TSyali,Bring the measure and let ue separate.,The husband decides to divide what grain they have and to live apart.
343,Nature,nature,Eka puriisacya dona bayaka gliaranta kirakira,karu naka The two wives of one man — let them not quarrel in the house I,
344,Nature,nature,Kaga bai dubali mhane nighale vegali,"madam I why are you so thin? 'I have separated from my husband.' 1314 'iri'wl' Twt vrnft «w€V Tret jfrHt Tsangali bayako jagaci vakati bayato manaci A good'looMng uife is the worlds, an vgly one is our ovm, 1315 fiwt K\ 'mz. firBfT H9XK tra: Jitsa navara daaata titsa samHira tsokhata She manages well whose husband is a slave to her.",The Indian wife is generally a good manager if left alone. Digitized ByGOOgle XL RELATIONSHIP
345,Nature,nature,Dadalyapekga bayako motbi musala gbeuna lage,path! If the wife he bigger than the husband she kHI rua after him with the pestle.,Digitized By Google
346,Nature,nature,Nave nave jevi save,Wiile new they dine together! Refers to newly-married people.,After a time the husband takes his meal first
347,Nature,nature,Navyatse cava divasa melyatse tina divaaa,"Of a new htttband) nine days, of a dead one tAree days.",This is how long a wife's love lasts
348,Relationship,relationship,Navadatica all pali gavaci zhali ho,The turn of the disliked wife came and the village was let on fire.,The man's two wives take turns in cooking. The holi is
349,Relationship,relationship,Lobha lateakala pattha sutala,"Affection wm ttraiaed, there va» a flow cfmili,i.e. wben a quarrel arose between man and wife there came a ruali of affection. 1346 ftia itwr: ttwr t rt? Trrat trf t¥ Sill bhakara takfine goda va vaita byako porane goda Stale bread is noeet with iutter-milk and a bad wife become! sweet when the ha» a child. 1347 ra?! TJ?1 JITT iHll?tK MlJtl iIK Savata pahuna grmgara ani gezara pahuoa saih Bara Adorn yonrtelf having regard to your fellmwife; arrange your ttyle of living having regard to your neighhour. 1348 ftinT i xpit Striyatisa jiva pati The huthand it tie life the woman.",
350,Relationship,relationship,XasI ge sune gbarasaraklil,davghter-in-lau) I viiy are you behaving to? (She antweri) ' LUe the houtehold.' 1350 TTTTWr HVK.,"I'IT THJ it tTT KanaJa koihpara zadenS, saeti mell zaval radepa The elbow will not touch the ear and the ton'in'law will not cry when hit mother-in-law diet."
351,Relationship,relationship,Cara divasa s3isut.se cjira divasa sunetse,Four dayt cf the motier-in-laie'i (autiority) and Jour days of the dattffhter-in-law'».,The Utter asserts her aathority when she has children.
352,Relationship,relationship,Bole dliuve lage sune,Whether talking or cleaning (thepoti) it affectt the daughter-in-law.,Whatever the mother-in-law says or does is intended to reprove the daughter-in-law. If dh&va means
353,Relationship,relationship,Maheratse sukha sasari hote duhkha,(The girlfeeU) happineti at home but pain at her mother-in-law' t.,
354,Relationship,relationship,LeiikiEa bole sunesa lage,What it laid to the daughter it meant for the davghter-ittlaw.,"So that the girl may not complain to her mother or her hosband, the tatu addresses her own daughter, urges her to work, chides her for laziness,"
355,Relationship,relationship,Vedila saaara kaya ani mahera kaja,What it a motker-m-law'' house or a mother't Aouie (0 a mad woman? She would be mad indeed not to know the difference.,
356,Relationship,relationship,Savatra al visaya zai,"A tt-mother, attd no enjoyment, 1360 IJIO Wlsfl illO fllM Sasan ekadai mahen ivarfitra Eiada»&i at mofier-'m-laia't, and Skivardtra at home.",Troables on both sides. Sometimes the two fasts qnoted are aivardtra and Navardtra.
357,Relationship,relationship,Sasavetse doiidavara zaval udara,"The ton-in-law is liheral with the dittended paunch jtroperty) of kit mother-in-law. 1363 Iatft t tW XTT TCPf ■'irtf Saau gel! tbika zhide gharadiira liati ale I am glad mother-in-law hat gone (it dead), the whole houte it now in my handt.",The last phrase is also quoted tupdtte gddage hdti die (the butter-pot has come into my charge).
358,Relationship,relationship,Sasupana ala mhanaje sunapanatsa zatsa visarate,On becoming a mother-in-law the t&rmeitt$ of beit a daughter-in-hw are forgotten.,
359,Relationship,relationship,SaBumage 8una natee,"The dawghter-in-latB must dance to the mother-in-law's tune. 1368 nvT TK. inftr tm vra SSsula mara ani suuela dbaka Beai the mother-in-law and the daughier-in-lav wUl he afraid. 1369 WTWrsft TTin 'ft 'fe Sasu satizorya tale mazha jiva zaie Motier-in-law is making cakes: may my soul be burnt, i. e.",I need not expect to get any.
360,Relationship,relationship,Asatila bala tara phedatila kaJa,If there be sotu they loill prevent mitfortwne.,
361,Relationship,relationship,Aicya ladamule mula hoi khule,"By the mothet'i petting the child becomes an idiot. 1430. 1377 'WflTTWF TTirraT Aza mela natu zhala Grandfather ha died, a grandson it bom.","One mouth lees to feed would have been an advantage. To the above is sometimes added iivnfdld Manfa ubhd held (one pillar in place of another); or this, zamdihartsa barobara (the accoant ia even)."
362,Relationship,relationship,Ifta mitra khare asata dura bare,"They are mj/ friendt but they are better at a distance. 11 88, 143S. 1383 T l fra MIVIQT fiW tTlft ifaiiTBT £ka dona divasa pabuna tisare divai laziravana A guett for one or two days, but oh the third day he should be ashamed.",Bo not outetay your welcome.
363,Relationship,relationship,Kadevara ghetale khandyavara ghetale tail leri,karu lokatae Whether you take the child on your hip or on your shoulder it belongs to other people.,
364,Relationship,relationship,Kanya kuja bhandanatse mula,"A daughter and the 'family' are a source of cotttention, i.e. in arrangiDg a nuuriage. 1386 mMi unit ItTTTWr?Ht KhayaJa aji karayala eji A grandmother at eating, a neighbour at working.",One ready tti eat who keeps away when there is work.
365,Relationship,relationship,Zavayatsa beta karadayitsa peta,A ton-ift'lajo'e child is like a Safflower seed.,It is beautiful.
366,Relationship,relationship,Jitya pitra na del ansa melya kan pindadSoa,"Whil$ kit father vat alive ie gave kim nothing to tai, Intt he offert the annvai oeremoHial-food to him when dead. 1316. 1397 %T 5?TT (ii;£l«ii)i fi% jft Srfff «,4/tT9i Jevare puta vStimadbye niharie mi jevato kara vaAtlmadhye Mg ton! eat out of the plate.",
367,Relationship,relationship,Daridri saryantsa mehuna,A poor man it brother-in4aw of all.,Digitized ByGOOgle XL RELATIONSHIP l8r
368,Relationship,relationship,Dada angi vahini soyarl,"A brother it one's ownfieth, hig wife it only a relative. 1416. 1406 141- ftwt qPiSlllSn Dadaci killl Tahinipai My hrother't key it witk his ve.","She can infloence him. Also a similar proverb, Dadaci kkoda vakinUa mahlta (My brother's bad habit is known to my brother's wife)."
369,Relationship,relationship,"Nanaiida a,ni kalintsa anaiida","A hHthandt sitter taket jdeatnre in miaehief. 948, I409.",
370,Relationship,relationship,Nananda kheli rabataci phall,"A kusbatuFt titter is misckievout, she is like the hoard of a tpinninff mUI.",She sita quietly and sets others qnarrelling.
371,Relationship,relationship,Foraceta kl makaaceta,Children's jeHt are monks jests.,
372,Relationship,relationship,Bap£m§ge bapadi ani parasamage zhoitpadi,"After the father (w dead) fatkerle»; at the back of tie compovn'l a hut. 1423 TOWn ra 3lTT TfT WWWT JV\ t f)ff?ft Bapala bapa mhanetia tara tsulatyala kaka kona mhanato J he kUI not say 'Father' to hu father, will he »ay 'Sir' to Ah uncle. 1424 %zt 'TTTT ratT «imilf'-n Beti bapaci zamina padahaci A daughter it her father's (Jutt as) the land is the e?itperor's.",He armnges for her marriage.
373,Relationship,relationship,Afaguna pudbuna bapatsa navai-a,Pvnt and last father is the bridegroom.,A widower remarrying who does not arrange for hie aon'e marriage.
374,Relationship,relationship,Badate pora ani galate gbara,A crying child and a leaking houte.,
375,Relationship,relationship,LaMnatse lahanatsa soyare,"The poor have poor relativei. 1434 Sfflnrawt it i rft T'l fliTT Lenka asall zatl pan tari paraghan zanari Although a daughter be a fairy the teill go to a ttrangei't haue, i. e. she will many. 1435 mmi fliifltii itii''it ifiu n, iryurr 'inpfwt Vyahya zavaya tupatsa pela ani gharatsi pahuna upaSi raela A cup of butter to the ton-in-lato and hit father while the gueit die of starvation. 1436 TPCT 'iH JTWI (iftl XR TTfY BSWHIT Sara gava mamatsa ani eka nahi kamatsa The whole village i» full of uncleg but not one helpt me.",A eimilar saying is Sogarydnl bharald gava Jevdydld ndhi fhdva (The town ia full of relatives yet no one gives me food).
376,Relationship,relationship,Sola varge putra maga mitra,"Sixteen gears a ton tken a friend. 1440 fSPTO TRrat TRVft ftfl,! Hagavani bayako nagavani soyara In sicktteeg a wife, in adversity a relative.",
377,Relationship,relationship,AibapacI ladaki mahajanaiici bodaki,Tie great folki call her a widow but the it her parenf pet.,The Indian widow is generally called
378,Relationship,relationship,Kesa na mesa bodakisa besa,Neither hair nor anything yet a widow it attractive.,
379,Relationship,relationship,Konala kasatse va bodakila keeatae,"Some are thinking of their trials, the widow it thinking of her hair.",SometimeB the last words are balutydld paidtte (the village servant is thinkiDg about hia handM of grain).
380,Relationship,relationship,Bodaki araaiita pake sahadeva mbane tethe kahl,"tan abe When a widow looks into a mirror, Sahadeva tayi there is something or other in it. 1445 Ttiriftnift %Rn;5T Bodaki ali va keeakara zbali She came a widow (a shaved one) and became one with hair, i. e. she became mistress of the house. gmzedbyGOOgle r86 MARATHl PROVERBS 1446 ti4Nn jgs 1 twr wnwtas Bodakila. kuiiku va vai&zhela kataboja Forehead-powder to a widoto, and kdlabola ntedicine) to a barren woman.",
381,Relationship,relationship,Asetea mhana ge mhatari ghara ghetale melyane,"Qo on taying it, old lady! ' The wretches have robbed my home' From a tale which is told that in the time of Tfanft Phadoia, who was diligent in suppressing robberies in Poona, some tbieves agreed tnigether to show that they could outwit him.","Although the city gates were closed at nine every evening they managed to rob an old woman of all she bad, and to carry her through the crowded streets and out of the closed gates. They did it by providing themselves with a bier on which they tied faer. Aa they carried, her along she kept screaming out"
382,Relationship,relationship,Apa ghara ki bapa ghara,Her own home or her father' g.,There is no other pUce for a married gmzedbyGOOgle XL RELATIONSHIP
383,Relationship,relationship,Ulatuna padali khari mhanati suryasa dandavata,kari She really fell dovm hut said she was louAng to the sun / Compare Caesar's Teneo te Africa. 1550. 1454 IW 'tft WTfrTT tN 'W Eka gori bahattara khodi tsori One/air Koman (and she ias) seventy-two hidden vices.,
384,Relationship,relationship,Eka tidika de ani gharacl dhanma ho,Bear the pain onee and become mistress of the house.,The wife's poeition is greatly impioved after she has had a son.
385,Relationship,relationship,Gaura rusali saubhagya gheuna basall,The girl aulied and sat gravely like a married woman. 1462 fni% wt Tu fira% flT#?rra Zikade geli varizha tika4e zhali aaiiza Where the childless woman goes there she will stay till evening.,
386,Relationship,relationship,Dusaryaci stri vi§a valll,"Another's wife i» a poisonous plant. 1464 'wzl iwre fltSt ftSJ Nakatitse lagnasa satraSe vigfane There are seventeen hundred objections to a noseless woman's marriage! 1465 •itO' fllfilf iflw5i ipraif Naritae bolane gavatatse fiekane A woman's talk is like) heat from grass, i, e. it is useless. 1466 l'n itw tilCraT.lfl»!l Fhukaci balla kaSala rahila A woman mho costs nothing, why will she remain? Others will not serve us for nothing. 1467 roqrH TRRW gwWnfV' 69.yakaDa akkala tsullpai Women's wisdom is connected with the fire-place.",Digitized By Google XL RELATIONSHIP
387,Relationship,relationship,Balantinisa nabi sukha bopayatse alankaraaa,Ths lying-in woman is in pain and the child it ieiny adorned. 1471 R ntf irar mftr irt; TT flWT% WFTT Mana zone paps. 3.oi Hi zone mulatse bapH The mind knows the stn and the mother knows who wat the chUde father. ' It is a wise &ther that knows his own child ' (Shakespeare). 1472 WR TW flltsl mfll Lavali Tha zbali paka She rubied herself with ashes and became clean.,Aq easy remedy.
388,Relationship,relationship,Guravatse magane ni devatse deite,The temple-priet » asking and tie God'i giving.,These are different. Another form U Guravdne adigilale dni devane aikile (The temple prieet spoke koA the God heard).
